"month","borough","day_type","trip_type","route_id","period","actual_number_of_buses","scheduled_number_of_buses","service_delivered"
"2015-01","Bronx","2","LCL/LTD","BX21","Peak","190","204","0.931372549"
"2015-01","Bronx","2","LCL/LTD","BX22","Peak","221","239","0.924686192"
"2015-01","Bronx","2","LCL/LTD","BX23","Peak","85","104","0.817307692"
"2015-01","Bronx","2","LCL/LTD","BX24","Peak","84","88","0.954545455"
"2015-01","Bronx","2","LCL/LTD","BX26","Peak","158","165","0.957575758"
"2015-01","Bronx","2","LCL/LTD","BX27","Peak","197","208","0.947115385"
"2015-01","Bronx","2","LCL/LTD","BX28","Peak","134","137","0.97810219"
"2015-01","Bronx","2","LCL/LTD","BX29","Peak","104","117","0.888888889"
"2015-01","Bronx","2","LCL/LTD","BX3","Peak","292","313","0.932907348"
"2015-01","Bronx","2","LCL/LTD","BX30","Peak","145","154","0.941558442"
"2015-01","Bronx","2","LCL/LTD","BX31","Peak","150","161","0.931677019"
"2015-01","Bronx","2","LCL/LTD","BX32","Peak","92","97","0.948453608"
"2015-01","Bronx","2","LCL/LTD","BX33","Peak","105","114","0.921052632"
"2015-01","Bronx","2","LCL/LTD","BX34","Peak","107","122","0.87704918"
"2015-01","Bronx","2","LCL/LTD","BX35","Peak","257","285","0.901754386"
"2015-01","Bronx","2","LCL/LTD","BX36","Peak","327","360","0.908333333"
"2015-01","Bronx","2","LCL/LTD","BX38","Peak","127","128","0.9921875"
"2015-01","Bronx","2","LCL/LTD","BX39","Peak","191","211","0.90521327"
"2015-01","Bronx","2","LCL/LTD","BX4","Peak","103","112","0.919642857"
"2015-01","Bronx","2","LCL/LTD","BX40","Peak","97","115","0.843478261"
"2015-01","Bronx","2","LCL/LTD","BX41","Peak","221","237","0.932489451"
"2015-01","Bronx","2","LCL/LTD","BX42","Peak","112","119","0.941176471"
"2015-01","Bronx","2","LCL/LTD","BX46","Peak","53","57","0.929824561"
"2015-01","Bronx","2","LCL/LTD","BX4A","Peak","106","110","0.963636364"
"2015-01","Bronx","2","LCL/LTD","BX5","Peak","193","220","0.877272727"
"2015-01","Bronx","2","LCL/LTD","BX6","Peak","296","316","0.936708861"
"2015-01","Bronx","2","LCL/LTD","BX7","Peak","188","238","0.789915966"
"2015-01","Bronx","2","LCL/LTD","BX8","Peak","85","97","0.87628866"
"2015-01","Bronx","2","LCL/LTD","BX9","Peak","291","335","0.868656716"
"2015-01","Bronx","1","SBS","SBS12","Peak","1177","1244","0.946141479"
"2015-01","Bronx","1","SBS","SBS41","Peak","686","718","0.955431755"
"2015-01","Bronx","2","SBS","SBS12","Peak","335","381","0.879265092"
"2015-01","Bronx","2","SBS","SBS41","Peak","212","238","0.890756303"
"2015-01","Brooklyn","1","EXP","BM1","Peak","557","540","1.031481481"
"2015-01","Brooklyn","1","EXP","BM2","Peak","414","414","1"
"2015-01","Brooklyn","1","EXP","BM3","Peak","383","378","1.013227513"
"2015-01","Brooklyn","1","EXP","BM4","Peak","370","360","1.027777778"
"2015-01","Brooklyn","1","EXP","BM5","Peak","228","215","1.060465116"
"2015-01","Brooklyn","1","EXP","X27","Peak","661","684","0.966374269"
"2015-01","Brooklyn","1","EXP","X28","Peak","648","684","0.947368421"
"2015-01","Brooklyn","1","EXP","X37","Peak","552","558","0.989247312"
"2015-01","Brooklyn","1","EXP","X38","Peak","517","522","0.990421456"
"2015-01","Brooklyn","2","EXP","BM1","Peak","36","32","1.125"
"2015-01","Brooklyn","2","EXP","BM2","Peak","28","28","1"
"2015-01","Brooklyn","2","EXP","BM3","Peak","33","32","1.03125"
"2015-01","Brooklyn","2","EXP","BM4","Peak","31","31","1"
"2015-01","Brooklyn","2","EXP","BM5","Peak","27","26","1.038461538"
"2015-01","Brooklyn","2","EXP","X27","Peak","92","96","0.958333333"
"2015-01","Brooklyn","2","EXP","X28","Peak","24","25","0.96"
"2015-01","Brooklyn","2","EXP","X37","Peak","21","21","1"
"2015-01","Brooklyn","2","EXP","X38","Peak","20","20","1"
"2015-01","Brooklyn","1","LCL/LTD","B1","Peak","1289","1398","0.922031474"
"2015-01","Brooklyn","1","LCL/LTD","B100","Peak","883","966","0.914078675"
"2015-01","Brooklyn","1","LCL/LTD","B103","Peak","1404","1558","0.901155327"
"2015-01","Brooklyn","1","LCL/LTD","B11","Peak","702","686","1.023323615"
"2015-01","Brooklyn","1","LCL/LTD","B12","Peak","926","999","0.926926927"
"2015-01","Brooklyn","1","LCL/LTD","B13","Peak","421","446","0.943946188"
"2015-01","Brooklyn","1","LCL/LTD","B14","Peak","476","504","0.944444444"
"2015-01","Brooklyn","1","LCL/LTD","B15","Peak","781","807","0.967781908"
"2015-01","Brooklyn","1","LCL/LTD","B16","Peak","599","607","0.986820428"
"2015-01","Brooklyn","1","LCL/LTD","B17","Peak","938","1026","0.914230019"
"2015-01","Brooklyn","1","LCL/LTD","B2","Peak","430","445","0.966292135"
"2015-01","Brooklyn","1","LCL/LTD","B20","Peak","548","577","0.949740035"
"2015-01","Brooklyn","1","LCL/LTD","B24","Peak","272","279","0.974910394"
"2015-01","Brooklyn","1","LCL/LTD","B25","Peak","626","651","0.961597542"
"2015-01","Brooklyn","1","LCL/LTD","B26","Peak","739","780","0.947435897"
"2015-01","Brooklyn","1","LCL/LTD","B3","Peak","831","850","0.977647059"
"2015-01","Brooklyn","1","LCL/LTD","B31","Peak","490","519","0.944123314"
"2015-01","Brooklyn","1","LCL/LTD","B32","Peak","182","186","0.978494624"
"2015-01","Brooklyn","1","LCL/LTD","B35","Peak","1602","1673","0.957561267"
"2015-01","Brooklyn","1","LCL/LTD","B36","Peak","926","998","0.927855711"
"2015-01","Brooklyn","1","LCL/LTD","B37","Peak","283","279","1.014336918"
"2015-01","Brooklyn","1","LCL/LTD","B38","Peak","1370","1461","0.937713895"
"2015-01","Brooklyn","1","LCL/LTD","B4","Peak","387","408","0.948529412"
"2015-01","Brooklyn","1","LCL/LTD","B41","Peak","1653","1738","0.951093211"
"2015-01","Brooklyn","1","LCL/LTD","B43","Peak","527","556","0.947841727"
"2015-01","Brooklyn","1","LCL/LTD","B44","Peak","714","745","0.958389262"
"2015-01","Brooklyn","1","LCL/LTD","B45","Peak","546","552","0.989130435"
"2015-01","Brooklyn","1","LCL/LTD","B46","Peak","2965","3150","0.941269841"
"2015-01","Brooklyn","1","LCL/LTD","B47","Peak","571","575","0.993043478"
"2015-01","Brooklyn","1","LCL/LTD","B48","Peak","346","345","1.002898551"
"2015-01","Brooklyn","1","LCL/LTD","B49","Peak","738","811","0.90998767"
"2015-01","Brooklyn","1","LCL/LTD","B52","Peak","834","872","0.956422018"
"2015-01","Brooklyn","1","LCL/LTD","B54","Peak","694","725","0.957241379"
"2015-01","Brooklyn","1","LCL/LTD","B57","Peak","399","428","0.932242991"
"2015-01","Brooklyn","1","LCL/LTD","B6","Peak","1543","1623","0.950708564"
"2015-01","Brooklyn","1","LCL/LTD","B60","Peak","607","632","0.960443038"
"2015-01","Brooklyn","1","LCL/LTD","B61","Peak","637","670","0.950746269"
"2015-01","Brooklyn","1","LCL/LTD","B62","Peak","558","611","0.913256956"
"2015-01","Brooklyn","1","LCL/LTD","B63","Peak","507","503","1.007952286"
"2015-01","Brooklyn","1","LCL/LTD","B64","Peak","455","465","0.978494624"
"2015-01","Brooklyn","1","LCL/LTD","B65","Peak","463","501","0.924151697"
"2015-01","Brooklyn","1","LCL/LTD","B67","Peak","336","352","0.954545455"
"2015-01","Brooklyn","1","LCL/LTD","B68","Peak","731","764","0.956806283"
"2015-01","Brooklyn","1","LCL/LTD","B69","Peak","350","371","0.943396226"
"2015-01","Brooklyn","1","LCL/LTD","B7","Peak","388","404","0.96039604"
"2015-01","Brooklyn","1","LCL/LTD","B70","Peak","384","389","0.98714653"
"2015-01","Brooklyn","1","LCL/LTD","B74","Peak","697","726","0.960055096"
"2015-01","Brooklyn","1","LCL/LTD","B8","Peak","837","891","0.939393939"
"2015-01","Brooklyn","1","LCL/LTD","B82","Peak","1213","1243","0.975864843"
"2015-01","Brooklyn","1","LCL/LTD","B83","Peak","767","815","0.941104294"
"2015-01","Brooklyn","1","LCL/LTD","B84","Peak","180","186","0.967741935"
"2015-01","Brooklyn","1","LCL/LTD","B9","Peak","726","741","0.979757085"
"2015-01","Brooklyn","2","LCL/LTD","B1","Peak","246","269","0.914498141"
"2015-01","Brooklyn","2","LCL/LTD","B100","Peak","118","125","0.944"
"2015-01","Brooklyn","2","LCL/LTD","B103","Peak","273","291","0.93814433"
"2015-01","Brooklyn","2","LCL/LTD","B11","Peak","185","197","0.939086294"
"2015-01","Brooklyn","2","LCL/LTD","B12","Peak","306","323","0.947368421"
"2015-01","Brooklyn","2","LCL/LTD","B13","Peak","110","112","0.982142857"
"2015-01","Brooklyn","2","LCL/LTD","B14","Peak","136","156","0.871794872"
"2015-01","Brooklyn","2","LCL/LTD","B15","Peak","288","315","0.914285714"
"2015-01","Brooklyn","2","LCL/LTD","B16","Peak","131","136","0.963235294"
"2015-01","Brooklyn","2","LCL/LTD","B17","Peak","211","262","0.805343511"
"2015-01","Brooklyn","2","LCL/LTD","B2","Peak","129","142","0.908450704"
"2015-01","Brooklyn","2","LCL/LTD","B20","Peak","149","153","0.973856209"
"2015-01","Brooklyn","2","LCL/LTD","B24","Peak","77","91","0.846153846"
"2015-01","Brooklyn","2","LCL/LTD","B25","Peak","207","226","0.915929204"
"2015-01","Brooklyn","2","LCL/LTD","B26","Peak","245","259","0.945945946"
"2015-01","Brooklyn","2","LCL/LTD","B3","Peak","263","282","0.932624113"
"2015-01","Brooklyn","2","LCL/LTD","B31","Peak","112","139","0.805755396"
"2015-01","Brooklyn","2","LCL/LTD","B32","Peak","74","86","0.860465116"
"2015-01","Brooklyn","2","LCL/LTD","B35","Peak","423","514","0.822957198"
"2015-01","Brooklyn","2","LCL/LTD","B36","Peak","187","202","0.925742574"
"2015-01","Brooklyn","2","LCL/LTD","B37","Peak","95","95","1"
"2015-01","Brooklyn","2","LCL/LTD","B38","Peak","345","363","0.950413223"
"2015-01","Brooklyn","2","LCL/LTD","B4","Peak","116","128","0.90625"
"2015-01","Brooklyn","2","LCL/LTD","B41","Peak","533","564","0.945035461"
"2015-01","Brooklyn","2","LCL/LTD","B43","Peak","146","158","0.924050633"
"2015-01","Brooklyn","2","LCL/LTD","B44","Peak","253","273","0.926739927"
"2015-01","Brooklyn","2","LCL/LTD","B45","Peak","156","173","0.901734104"
"2015-01","Brooklyn","2","LCL/LTD","B46","Peak","692","747","0.926372155"
"2015-01","Brooklyn","2","LCL/LTD","B47","Peak","178","192","0.927083333"
"2015-01","Brooklyn","2","LCL/LTD","B48","Peak","117","122","0.959016393"
"2015-01","Brooklyn","2","LCL/LTD","B49","Peak","157","175","0.897142857"
"2015-01","Brooklyn","2","LCL/LTD","B52","Peak","227","237","0.957805907"
"2015-01","Brooklyn","2","LCL/LTD","B54","Peak","180","204","0.882352941"
"2015-01","Brooklyn","2","LCL/LTD","B57","Peak","144","149","0.966442953"
"2015-01","Brooklyn","2","LCL/LTD","B6","Peak","462","484","0.954545455"
"2015-01","Brooklyn","2","LCL/LTD","B60","Peak","154","161","0.956521739"
"2015-01","Brooklyn","2","LCL/LTD","B61","Peak","189","195","0.969230769"
"2015-01","Brooklyn","2","LCL/LTD","B62","Peak","177","195","0.907692308"
"2015-01","Brooklyn","2","LCL/LTD","B63","Peak","179","190","0.942105263"
"2015-01","Brooklyn","2","LCL/LTD","B64","Peak","172","181","0.950276243"
"2015-01","Brooklyn","2","LCL/LTD","B65","Peak","102","122","0.836065574"
"2015-01","Brooklyn","2","LCL/LTD","B67","Peak","96","99","0.96969697"
"2015-01","Brooklyn","2","LCL/LTD","B68","Peak","288","299","0.963210702"
"2015-01","Brooklyn","2","LCL/LTD","B69","Peak","93","89","1.04494382"
"2015-01","Brooklyn","2","LCL/LTD","B7","Peak","119","123","0.967479675"
"2015-01","Brooklyn","2","LCL/LTD","B70","Peak","115","125","0.92"
"2015-01","Brooklyn","2","LCL/LTD","B74","Peak","163","181","0.900552486"
"2015-01","Brooklyn","2","LCL/LTD","B8","Peak","242","254","0.952755906"
"2015-01","Brooklyn","2","LCL/LTD","B82","Peak","261","281","0.928825623"
"2015-01","Brooklyn","2","LCL/LTD","B83","Peak","189","218","0.866972477"
"2015-01","Brooklyn","2","LCL/LTD","B84","Peak","36","43","0.837209302"
"2015-01","Brooklyn","2","LCL/LTD","B9","Peak","235","255","0.921568627"
"2015-01","Brooklyn","1","SBS","SB44","Peak","998","1047","0.953199618"
"2015-01","Brooklyn","2","SBS","SB44","Peak","242","285","0.849122807"
"2015-01","Manhattan","1","LCL/LTD","M1","Peak","920","1084","0.848708487"
"2015-01","Manhattan","1","LCL/LTD","M10","Peak","572","595","0.961344538"
"2015-01","Manhattan","1","LCL/LTD","M100","Peak","609","653","0.932618683"
"2015-01","Manhattan","1","LCL/LTD","M101","Peak","754","849","0.888103651"
"2015-01","Manhattan","1","LCL/LTD","M102","Peak","404","489","0.826175869"
"2015-01","Manhattan","1","LCL/LTD","M103","Peak","405","452","0.896017699"
"2015-01","Manhattan","1","LCL/LTD","M104","Peak","535","597","0.896147404"
"2015-01","Manhattan","1","LCL/LTD","M106","Peak","329","353","0.932011331"
"2015-01","Manhattan","1","LCL/LTD","M11","Peak","525","557","0.942549372"
"2015-01","Manhattan","1","LCL/LTD","M116","Peak","814","852","0.955399061"
"2015-01","Manhattan","1","LCL/LTD","M12","Peak","178","184","0.967391304"
"2015-01","Manhattan","1","LCL/LTD","M14A","Peak","611","643","0.950233281"
"2015-01","Manhattan","1","LCL/LTD","M14D","Peak","1342","1403","0.956521739"
"2015-01","Manhattan","1","LCL/LTD","M15","Peak","591","658","0.898176292"
"2015-01","Manhattan","1","LCL/LTD","M2","Peak","626","702","0.891737892"
"2015-01","Manhattan","1","LCL/LTD","M20","Peak","309","350","0.882857143"
"2015-01","Manhattan","1","LCL/LTD","M21","Peak","305","333","0.915915916"
"2015-01","Manhattan","1","LCL/LTD","M22","Peak","511","536","0.953358209"
"2015-01","Manhattan","1","LCL/LTD","M23","Peak","707","765","0.924183007"
"2015-01","Manhattan","1","LCL/LTD","M3","Peak","492","503","0.978131213"
"2015-01","Manhattan","1","LCL/LTD","M31","Peak","606","643","0.942457232"
"2015-01","Manhattan","1","LCL/LTD","M4","Peak","856","898","0.953229399"
"2015-01","Manhattan","1","LCL/LTD","M42","Peak","604","630","0.958730159"
"2015-01","Manhattan","1","LCL/LTD","M5","Peak","659","777","0.848133848"
"2015-01","Manhattan","1","LCL/LTD","M50","Peak","375","373","1.00536193"
"2015-01","Manhattan","1","LCL/LTD","M57","Peak","583","633","0.921011058"
"2015-01","Manhattan","1","LCL/LTD","M66","Peak","1081","1209","0.894127378"
"2015-01","Manhattan","1","LCL/LTD","M7","Peak","641","690","0.928985507"
"2015-01","Manhattan","1","LCL/LTD","M72","Peak","559","596","0.937919463"
"2015-01","Manhattan","1","LCL/LTD","M79","Peak","973","1061","0.917059378"
"2015-01","Manhattan","1","LCL/LTD","M8","Peak","392","408","0.960784314"
"2015-01","Manhattan","1","LCL/LTD","M86","Peak","1216","1368","0.888888889"
"2015-01","Manhattan","1","LCL/LTD","M9","Peak","501","551","0.909255898"
"2015-01","Manhattan","1","LCL/LTD","M96","Peak","1416","1488","0.951612903"
"2015-01","Manhattan","1","LCL/LTD","M98","Peak","401","436","0.919724771"
"2015-01","Manhattan","2","LCL/LTD","M1","Peak","178","186","0.956989247"
"2015-01","Manhattan","2","LCL/LTD","M10","Peak","184","196","0.93877551"
"2015-01","Manhattan","2","LCL/LTD","M100","Peak","197","210","0.938095238"
"2015-01","Manhattan","2","LCL/LTD","M101","Peak","234","268","0.873134328"
"2015-01","Manhattan","2","LCL/LTD","M102","Peak","192","199","0.964824121"
"2015-01","Manhattan","2","LCL/LTD","M103","Peak","187","213","0.877934272"
"2015-01","Manhattan","2","LCL/LTD","M104","Peak","343","355","0.966197183"
"2015-01","Manhattan","2","LCL/LTD","M106","Peak","70","70","1"
"2015-01","Manhattan","2","LCL/LTD","M11","Peak","180","194","0.927835052"
"2015-01","Manhattan","2","LCL/LTD","M116","Peak","209","216","0.967592593"
"2015-01","Manhattan","2","LCL/LTD","M12","Peak","87","90","0.966666667"
"2015-01","Manhattan","2","LCL/LTD","M14A","Peak","201","211","0.952606635"
"2015-01","Manhattan","2","LCL/LTD","M14D","Peak","323","352","0.917613636"
"2015-01","Manhattan","2","LCL/LTD","M15","Peak","222","254","0.874015748"
"2015-01","Manhattan","2","LCL/LTD","M2","Peak","196","243","0.806584362"
"2015-01","Manhattan","2","LCL/LTD","M20","Peak","142","147","0.965986395"
"2015-01","Manhattan","2","LCL/LTD","M21","Peak","90","92","0.97826087"
"2015-01","Manhattan","2","LCL/LTD","M22","Peak","137","144","0.951388889"
"2015-01","Manhattan","2","LCL/LTD","M23","Peak","189","199","0.949748744"
"2015-01","Manhattan","2","LCL/LTD","M3","Peak","193","212","0.910377358"
"2015-01","Manhattan","2","LCL/LTD","M31","Peak","170","184","0.923913043"
"2015-01","Manhattan","2","LCL/LTD","M4","Peak","231","235","0.982978723"
"2015-01","Manhattan","2","LCL/LTD","M42","Peak","72","76","0.947368421"
"2015-01","Manhattan","2","LCL/LTD","M5","Peak","160","177","0.903954802"
"2015-01","Manhattan","2","LCL/LTD","M50","Peak","94","98","0.959183673"
"2015-01","Manhattan","2","LCL/LTD","M57","Peak","167","178","0.938202247"
"2015-01","Manhattan","2","LCL/LTD","M66","Peak","214","232","0.922413793"
"2015-01","Manhattan","2","LCL/LTD","M7","Peak","248","275","0.901818182"
"2015-01","Manhattan","2","LCL/LTD","M72","Peak","155","159","0.974842767"
"2015-01","Manhattan","2","LCL/LTD","M79","Peak","262","277","0.945848375"
"2015-01","Manhattan","2","LCL/LTD","M8","Peak","83","87","0.954022989"
"2015-01","Manhattan","2","LCL/LTD","M86","Peak","307","342","0.897660819"
"2015-01","Manhattan","2","LCL/LTD","M9","Peak","112","127","0.881889764"
"2015-01","Manhattan","2","LCL/LTD","M96","Peak","280","294","0.952380952"
"2015-01","Manhattan","2","LCL/LTD","M98","Peak","20","21","0.952380952"
"2015-01","Manhattan","1","SBS","M34","Peak","559","587","0.95229983"
"2015-01","Manhattan","1","SBS","M34A","Peak","541","581","0.931153184"
"2015-01","Manhattan","1","SBS","SBS15","Peak","588","651","0.903225806"
"2015-01","Manhattan","1","SBS","SBS60","Peak","619","699","0.885550787"
"2015-01","Manhattan","2","SBS","M34","Peak","111","134","0.828358209"
"2015-01","Manhattan","2","SBS","M34A","Peak","121","135","0.896296296"
"2015-01","Manhattan","2","SBS","SBS15","Peak","50","57","0.877192982"
"2015-01","Manhattan","2","SBS","SBS60","Peak","223","278","0.802158273"
"2015-01","Queens","1","EXP","QM1","Peak","400","418","0.956937799"
"2015-01","Queens","1","EXP","QM10","Peak","311","324","0.959876543"
"2015-01","Queens","1","EXP","QM11","Peak","298","306","0.973856209"
"2015-01","Queens","1","EXP","QM12","Peak","344","361","0.952908587"
"2015-01","Queens","1","EXP","QM15","Peak","549","591","0.92893401"
"2015-01","Queens","1","EXP","QM17","Peak","234","234","1"
"2015-01","Queens","1","EXP","QM18","Peak","140","144","0.972222222"
"2015-01","Queens","1","EXP","QM2","Peak","636","712","0.893258427"
"2015-01","Queens","1","EXP","QM20","Peak","252","270","0.933333333"
"2015-01","Queens","1","EXP","QM21","Peak","171","162","1.055555556"
"2015-01","Queens","1","EXP","QM24","Peak","270","252","1.071428571"
"2015-01","Queens","1","EXP","QM25","Peak","107","108","0.990740741"
"2015-01","Queens","1","EXP","QM4","Peak","337","404","0.834158416"
"2015-01","Queens","1","EXP","QM5","Peak","745","775","0.961290323"
"2015-01","Queens","1","EXP","QM6","Peak","430","418","1.028708134"
"2015-01","Queens","1","EXP","QM7","Peak","367","376","0.97606383"
"2015-01","Queens","1","EXP","QM8","Peak","174","172","1.011627907"
"2015-01","Queens","1","EXP","X63","Peak","321","356","0.901685393"
"2015-01","Queens","1","EXP","X64","Peak","212","233","0.909871245"
"2015-01","Queens","1","EXP","X68","Peak","238","244","0.975409836"
"2015-01","Queens","2","EXP","QM1","Peak","20","20","1"
"2015-01","Queens","2","EXP","QM10","Peak","19","19","1"
"2015-01","Queens","2","EXP","QM11","Peak","16","15","1.066666667"
"2015-01","Queens","2","EXP","QM12","Peak","20","20","1"
"2015-01","Queens","2","EXP","QM15","Peak","40","39","1.025641026"
"2015-01","Queens","2","EXP","QM17","Peak","11","11","1"
"2015-01","Queens","2","EXP","QM18","Peak","8","8","1"
"2015-01","Queens","2","EXP","QM2","Peak","64","60","1.066666667"
"2015-01","Queens","2","EXP","QM20","Peak","17","18","0.944444444"
"2015-01","Queens","2","EXP","QM21","Peak","10","9","1.111111111"
"2015-01","Queens","2","EXP","QM24","Peak","12","12","1"
"2015-01","Queens","2","EXP","QM25","Peak","6","6","1"
"2015-01","Queens","2","EXP","QM4","Peak","45","45","1"
"2015-01","Queens","2","EXP","QM5","Peak","66","64","1.03125"
"2015-01","Queens","2","EXP","QM6","Peak","55","55","1"
"2015-01","Queens","2","EXP","QM7","Peak","16","17","0.941176471"
"2015-01","Queens","2","EXP","QM8","Peak","9","9","1"
"2015-01","Queens","2","EXP","X63","Peak","10","11","0.909090909"
"2015-01","Queens","2","EXP","X64","Peak","9","9","1"
"2015-01","Queens","2","EXP","X68","Peak","11","11","1"
"2015-01","Queens","1","LCL/LTD","Q1","Peak","558","595","0.937815126"
"2015-01","Queens","1","LCL/LTD","Q10","Peak","1041","1227","0.848410758"
"2015-01","Queens","1","LCL/LTD","Q100","Peak","381","404","0.943069307"
"2015-01","Queens","1","LCL/LTD","Q101","Peak","403","428","0.941588785"
"2015-01","Queens","1","LCL/LTD","Q102","Peak","284","296","0.959459459"
