"month","borough","day_type","trip_type","route_id","period","number_of_trips_passing_wait","number_of_scheduled_trips","wait_assessment"
"2022-01","Manhattan","1","LCL/LTD","M3","Off-Peak","8700","11162","0.77943021"
"2022-01","Manhattan","1","LCL/LTD","M3","Peak","3573","5112","0.698943662"
"2022-01","Manhattan","2","LCL/LTD","M3","Off-Peak","3714","5019","0.739988045"
"2022-01","Manhattan","2","LCL/LTD","M3","Peak","1587","2173","0.730326737"
"2022-01","Manhattan","1","LCL/LTD","M31","Off-Peak","5428","9360","0.57991453"
"2022-01","Manhattan","1","LCL/LTD","M31","Peak","2672","5156","0.518231187"
"2022-01","Manhattan","2","LCL/LTD","M31","Off-Peak","3703","4594","0.806051371"
"2022-01","Manhattan","2","LCL/LTD","M31","Peak","1426","1877","0.759722962"
"2022-01","Manhattan","1","SBS","M34","Off-Peak","2692","3166","0.85028427"
"2022-01","Manhattan","1","SBS","M34","Peak","1130","1552","0.728092784"
"2022-01","Manhattan","2","SBS","M34","Off-Peak","940","1091","0.861594867"
"2022-01","Manhattan","2","SBS","M34","Peak","344","425","0.809411765"
"2022-01","Manhattan","1","SBS","M34A","Off-Peak","2686","3260","0.82392638"
"2022-01","Manhattan","1","SBS","M34A","Peak","1319","1793","0.735638595"
"2022-01","Manhattan","2","SBS","M34A","Off-Peak","1044","1271","0.821400472"
"2022-01","Manhattan","2","SBS","M34A","Peak","439","553","0.793851718"
"2022-01","Manhattan","1","LCL/LTD","M4","Off-Peak","16495","21089","0.782161316"
"2022-01","Manhattan","1","LCL/LTD","M4","Peak","7483","10927","0.684817425"
"2022-01","Manhattan","2","LCL/LTD","M4","Off-Peak","6087","7630","0.797771953"
"2022-01","Manhattan","2","LCL/LTD","M4","Peak","2755","3513","0.784230003"
"2022-01","Manhattan","1","LCL/LTD","M42","Off-Peak","7459","8438","0.883977246"
"2022-01","Manhattan","1","LCL/LTD","M42","Peak","3610","4699","0.768248564"
"2022-01","Manhattan","2","LCL/LTD","M42","Off-Peak","2476","3159","0.783792339"
"2022-01","Manhattan","2","LCL/LTD","M42","Peak","1015","1364","0.744134897"
"2022-01","Manhattan","1","LCL/LTD","M5","Off-Peak","8949","11090","0.806943192"
"2022-01","Manhattan","1","LCL/LTD","M5","Peak","3491","4879","0.715515474"
"2022-01","Manhattan","2","LCL/LTD","M5","Off-Peak","3886","5448","0.71328928"
"2022-01","Manhattan","2","LCL/LTD","M5","Peak","1624","2266","0.716681377"
"2022-01","Manhattan","1","LCL/LTD","M50","Off-Peak","3395","3825","0.887581699"
"2022-01","Manhattan","1","LCL/LTD","M50","Peak","1720","2125","0.809411765"
"2022-01","Manhattan","2","LCL/LTD","M50","Off-Peak","1213","1450","0.836551724"
"2022-01","Manhattan","2","LCL/LTD","M50","Peak","562","657","0.855403349"
"2022-01","Manhattan","1","LCL/LTD","M55","Off-Peak","4136","4925","0.839796954"
"2022-01","Manhattan","1","LCL/LTD","M55","Peak","1650","2169","0.760719225"
"2022-01","Manhattan","2","LCL/LTD","M55","Off-Peak","2482","3051","0.813503769"
"2022-01","Manhattan","2","LCL/LTD","M55","Peak","1036","1249","0.829463571"
"2022-01","Manhattan","1","LCL/LTD","M57","Off-Peak","5134","6390","0.803442879"
"2022-01","Manhattan","1","LCL/LTD","M57","Peak","2564","3867","0.663046289"
"2022-01","Manhattan","2","LCL/LTD","M57","Off-Peak","1934","2503","0.772672793"
"2022-01","Manhattan","2","LCL/LTD","M57","Peak","837","1136","0.736795775"
"2022-01","Manhattan","1","LCL/LTD","M66","Off-Peak","4525","5758","0.785863147"
"2022-01","Manhattan","1","LCL/LTD","M66","Peak","3241","4230","0.766193853"
"2022-01","Manhattan","2","LCL/LTD","M66","Off-Peak","1889","2254","0.838065661"
"2022-01","Manhattan","2","LCL/LTD","M66","Peak","734","922","0.796095445"
"2022-01","Manhattan","1","LCL/LTD","M7","Off-Peak","10325","15701","0.657601427"
"2022-01","Manhattan","1","LCL/LTD","M7","Peak","3346","5992","0.558411215"
"2022-01","Manhattan","2","LCL/LTD","M7","Off-Peak","5231","8591","0.608893028"
"2022-01","Manhattan","2","LCL/LTD","M7","Peak","1894","3319","0.570653811"
"2022-01","Manhattan","1","LCL/LTD","M72","Off-Peak","4948","6128","0.807441253"
"2022-01","Manhattan","1","LCL/LTD","M72","Peak","2076","3028","0.685601057"
"2022-01","Manhattan","2","LCL/LTD","M72","Off-Peak","2407","2586","0.930781129"
"2022-01","Manhattan","2","LCL/LTD","M72","Peak","957","1045","0.915789474"
"2022-01","Manhattan","1","LCL/LTD","M8","Off-Peak","3990","4571","0.872894334"
"2022-01","Manhattan","1","LCL/LTD","M8","Peak","2274","2978","0.763599731"
"2022-01","Manhattan","2","LCL/LTD","M8","Off-Peak","1233","1507","0.818181818"
"2022-01","Manhattan","2","LCL/LTD","M8","Peak","542","716","0.75698324"
"2022-01","Manhattan","1","LCL/LTD","M9","Off-Peak","6995","8859","0.789592505"
"2022-01","Manhattan","1","LCL/LTD","M9","Peak","3384","4958","0.68253328"
"2022-01","Manhattan","2","LCL/LTD","M9","Off-Peak","2711","3575","0.758321678"
"2022-01","Manhattan","2","LCL/LTD","M9","Peak","1024","1330","0.769924812"
"2022-01","Manhattan","1","LCL/LTD","M96","Off-Peak","12215","15174","0.804995387"
"2022-01","Manhattan","1","LCL/LTD","M96","Peak","6312","8542","0.738937017"
"2022-01","Manhattan","2","LCL/LTD","M96","Off-Peak","4277","5160","0.828875969"
"2022-01","Manhattan","2","LCL/LTD","M96","Peak","1566","1885","0.830769231"
"2022-01","Manhattan","1","LCL/LTD","M98","Off-Peak","159","219","0.726027397"
"2022-01","Manhattan","1","LCL/LTD","M98","Peak","350","542","0.645756458"
"2022-01","Manhattan","2","LCL/LTD","M98","Off-Peak","9","10","0.9"
"2022-01","Manhattan","2","LCL/LTD","M98","Peak","25","30","0.833333333"
"2022-01","Manhattan","1","SBS","SB14A","Off-Peak","2609","3283","0.79469997"
"2022-01","Manhattan","1","SBS","SB14A","Peak","1064","1452","0.732782369"
"2022-01","Manhattan","2","SBS","SB14A","Off-Peak","1187","1509","0.786613651"
"2022-01","Manhattan","2","SBS","SB14A","Peak","436","573","0.760907504"
"2022-01","Manhattan","1","SBS","SB14D","Off-Peak","6603","7853","0.840825162"
"2022-01","Manhattan","1","SBS","SB14D","Peak","3052","4039","0.755632582"
"2022-01","Manhattan","2","SBS","SB14D","Off-Peak","2635","3296","0.799453883"
"2022-01","Manhattan","2","SBS","SB14D","Peak","895","1173","0.763000853"
"2022-01","Manhattan","1","SBS","SB79","Off-Peak","4746","6291","0.754411063"
"2022-01","Manhattan","1","SBS","SB79","Peak","2790","3852","0.724299065"
"2022-01","Manhattan","2","SBS","SB79","Off-Peak","2238","2935","0.762521295"
"2022-01","Manhattan","2","SBS","SB79","Peak","768","1184","0.648648649"
"2022-01","Manhattan","1","SBS","SBS15","Off-Peak","6204","8868","0.699594046"
"2022-01","Manhattan","1","SBS","SBS15","Peak","3577","5478","0.652975539"
"2022-01","Manhattan","2","SBS","SBS15","Off-Peak","2397","3754","0.638518913"
"2022-01","Manhattan","2","SBS","SBS15","Peak","897","1452","0.617768595"
"2022-01","Manhattan","1","SBS","SBS23","Off-Peak","2333","2838","0.822057787"
"2022-01","Manhattan","1","SBS","SBS23","Peak","1002","1371","0.730853392"
"2022-01","Manhattan","2","SBS","SBS23","Off-Peak","791","1074","0.736499069"
"2022-01","Manhattan","2","SBS","SBS23","Peak","261","367","0.711171662"
"2022-01","Manhattan","1","SBS","SBS60","Off-Peak","2084","2683","0.776742452"
"2022-01","Manhattan","1","SBS","SBS60","Peak","693","1018","0.680746562"
"2022-01","Manhattan","2","SBS","SBS60","Off-Peak","992","1409","0.704045422"
"2022-01","Manhattan","2","SBS","SBS60","Peak","318","450","0.706666667"
"2022-01","Manhattan","1","SBS","SBS86","Off-Peak","3319","3936","0.84324187"
"2022-01","Manhattan","1","SBS","SBS86","Peak","1769","2327","0.760206274"
"2022-01","Manhattan","2","SBS","SBS86","Off-Peak","1473","1813","0.812465527"
"2022-01","Manhattan","2","SBS","SBS86","Peak","519","670","0.774626866"
"2022-01","Misc","2","LCL/LTD","D99","Off-Peak","33","62","0.532258065"
"2022-01","Misc","2","LCL/LTD","D99","Peak","3","13","0.230769231"
"2022-01","Queens","1","LCL/LTD","Q1","Off-Peak","9309","10297","0.904049723"
"2022-01","Queens","1","LCL/LTD","Q1","Peak","4144","4908","0.844335778"
"2022-01","Queens","2","LCL/LTD","Q1","Off-Peak","3645","4321","0.843554733"
"2022-01","Queens","2","LCL/LTD","Q1","Peak","1398","1640","0.852439024"
"2022-01","Queens","1","LCL/LTD","Q10","Off-Peak","13671","16396","0.833800927"
"2022-01","Queens","1","LCL/LTD","Q10","Peak","4593","6816","0.673855634"
"2022-01","Queens","2","LCL/LTD","Q10","Off-Peak","5192","7778","0.667523785"
"2022-01","Queens","2","LCL/LTD","Q10","Peak","2088","3218","0.648850218"
"2022-01","Queens","1","LCL/LTD","Q100","Off-Peak","2655","3618","0.733830846"
"2022-01","Queens","1","LCL/LTD","Q100","Peak","981","1530","0.641176471"
"2022-01","Queens","2","LCL/LTD","Q100","Off-Peak","1756","2091","0.839789574"
"2022-01","Queens","2","LCL/LTD","Q100","Peak","637","782","0.814578005"
"2022-01","Queens","1","LCL/LTD","Q101","Off-Peak","3061","4008","0.763722555"
"2022-01","Queens","1","LCL/LTD","Q101","Peak","1257","2093","0.60057334"
"2022-01","Queens","2","LCL/LTD","Q101","Off-Peak","1542","1798","0.857619577"
"2022-01","Queens","2","LCL/LTD","Q101","Peak","589","660","0.892424242"
"2022-01","Queens","1","LCL/LTD","Q102","Off-Peak","1970","2507","0.785799761"
"2022-01","Queens","1","LCL/LTD","Q102","Peak","878","1274","0.689167975"
"2022-01","Queens","2","LCL/LTD","Q102","Off-Peak","920","1133","0.81200353"
"2022-01","Queens","2","LCL/LTD","Q102","Peak","367","437","0.839816934"
"2022-01","Queens","1","LCL/LTD","Q103","Off-Peak","637","723","0.881051176"
"2022-01","Queens","1","LCL/LTD","Q103","Peak","442","540","0.818518519"
"2022-01","Queens","2","LCL/LTD","Q103","Off-Peak","227","276","0.822463768"
"2022-01","Queens","2","LCL/LTD","Q103","Peak","133","140","0.95"
"2022-01","Queens","1","LCL/LTD","Q104","Off-Peak","630","731","0.861833105"
"2022-01","Queens","1","LCL/LTD","Q104","Peak","330","419","0.787589499"
"2022-01","Queens","2","LCL/LTD","Q104","Off-Peak","347","374","0.927807487"
"2022-01","Queens","2","LCL/LTD","Q104","Peak","148","161","0.919254658"
"2022-01","Queens","1","LCL/LTD","Q11","Off-Peak","3530","5236","0.674178762"
"2022-01","Queens","1","LCL/LTD","Q11","Peak","1989","3580","0.555586592"
"2022-01","Queens","2","LCL/LTD","Q11","Off-Peak","1465","2138","0.685219832"
"2022-01","Queens","2","LCL/LTD","Q11","Peak","596","879","0.678043231"
"2022-01","Queens","1","LCL/LTD","Q110","Off-Peak","6800","11390","0.597014925"
"2022-01","Queens","1","LCL/LTD","Q110","Peak","3155","6084","0.518573307"
"2022-01","Queens","2","LCL/LTD","Q110","Off-Peak","2977","4414","0.674444948"
"2022-01","Queens","2","LCL/LTD","Q110","Peak","1121","1668","0.67206235"
"2022-01","Queens","1","LCL/LTD","Q111","Off-Peak","8516","14513","0.586784262"
"2022-01","Queens","1","LCL/LTD","Q111","Peak","4160","7479","0.556224094"
"2022-01","Queens","2","LCL/LTD","Q111","Off-Peak","4507","6894","0.65375689"
"2022-01","Queens","2","LCL/LTD","Q111","Peak","1652","2724","0.606461087"
"2022-01","Queens","1","LCL/LTD","Q112","Off-Peak","3937","6869","0.573154753"
"2022-01","Queens","1","LCL/LTD","Q112","Peak","2526","5036","0.501588562"
"2022-01","Queens","2","LCL/LTD","Q112","Off-Peak","1801","2721","0.661889011"
"2022-01","Queens","2","LCL/LTD","Q112","Peak","748","1276","0.586206897"
"2022-01","Queens","1","LCL/LTD","Q113","Off-Peak","2996","4793","0.625078239"
"2022-01","Queens","1","LCL/LTD","Q113","Peak","1739","3177","0.547371734"
"2022-01","Queens","2","LCL/LTD","Q113","Off-Peak","1092","1645","0.663829787"
"2022-01","Queens","2","LCL/LTD","Q113","Peak","539","821","0.656516443"
"2022-01","Queens","1","LCL/LTD","Q114","Off-Peak","5441","8668","0.627711121"
"2022-01","Queens","1","LCL/LTD","Q114","Peak","1685","3385","0.497784343"
"2022-01","Queens","2","LCL/LTD","Q114","Off-Peak","2654","4599","0.577081974"
"2022-01","Queens","2","LCL/LTD","Q114","Peak","808","1382","0.584659913"
"2022-01","Queens","1","LCL/LTD","Q12","Off-Peak","9386","11237","0.835276319"
"2022-01","Queens","1","LCL/LTD","Q12","Peak","3450","4502","0.766326077"
"2022-01","Queens","2","LCL/LTD","Q12","Off-Peak","4528","5856","0.773224044"
"2022-01","Queens","2","LCL/LTD","Q12","Peak","1649","2142","0.76984127"
"2022-01","Queens","1","LCL/LTD","Q13","Off-Peak","6416","8134","0.788787804"
"2022-01","Queens","1","LCL/LTD","Q13","Peak","3106","4235","0.733412043"
"2022-01","Queens","2","LCL/LTD","Q13","Off-Peak","3102","4077","0.760853569"
"2022-01","Queens","2","LCL/LTD","Q13","Peak","1268","1568","0.808673469"
"2022-01","Queens","1","LCL/LTD","Q15","Off-Peak","2936","3432","0.855477855"
"2022-01","Queens","1","LCL/LTD","Q15","Peak","1611","2079","0.774891775"
"2022-01","Queens","2","LCL/LTD","Q15","Off-Peak","1098","1236","0.888349515"
"2022-01","Queens","2","LCL/LTD","Q15","Peak","452","598","0.755852843"
"2022-01","Queens","1","LCL/LTD","Q15A","Off-Peak","3546","4026","0.880774963"
"2022-01","Queens","1","LCL/LTD","Q15A","Peak","2004","2590","0.773745174"
"2022-01","Queens","2","LCL/LTD","Q15A","Off-Peak","1118","1385","0.807220217"
"2022-01","Queens","2","LCL/LTD","Q15A","Peak","471","634","0.742902208"
"2022-01","Queens","1","LCL/LTD","Q16","Off-Peak","5310","5742","0.92476489"
"2022-01","Queens","1","LCL/LTD","Q16","Peak","3064","3595","0.852294854"
"2022-01","Queens","2","LCL/LTD","Q16","Off-Peak","1932","2505","0.771257485"
"2022-01","Queens","2","LCL/LTD","Q16","Peak","712","958","0.743215031"
"2022-01","Queens","1","LCL/LTD","Q17","Off-Peak","17009","20721","0.820858067"
"2022-01","Queens","1","LCL/LTD","Q17","Peak","6253","8767","0.713242842"
"2022-01","Queens","2","LCL/LTD","Q17","Off-Peak","9757","12033","0.810853486"
"2022-01","Queens","2","LCL/LTD","Q17","Peak","4094","5275","0.776113744"
"2022-01","Queens","1","LCL/LTD","Q18","Off-Peak","4050","5476","0.739590942"
"2022-01","Queens","1","LCL/LTD","Q18","Peak","2138","3706","0.576902321"
"2022-01","Queens","2","LCL/LTD","Q18","Off-Peak","1668","2134","0.78163074"
"2022-01","Queens","2","LCL/LTD","Q18","Peak","640","900","0.711111111"
"2022-01","Queens","1","LCL/LTD","Q19","Off-Peak","2795","3906","0.715565796"
"2022-01","Queens","1","LCL/LTD","Q19","Peak","1375","2265","0.607064018"
"2022-01","Queens","2","LCL/LTD","Q19","Off-Peak","1083","1317","0.822323462"
"2022-01","Queens","2","LCL/LTD","Q19","Peak","529","677","0.781388479"
"2022-01","Queens","1","LCL/LTD","Q2","Off-Peak","10677","12770","0.836100235"
"2022-01","Queens","1","LCL/LTD","Q2","Peak","4386","5884","0.745411285"
"2022-01","Queens","2","LCL/LTD","Q2","Off-Peak","4453","5285","0.842573321"
"2022-01","Queens","2","LCL/LTD","Q2","Peak","1626","1968","0.826219512"
"2022-01","Queens","1","LCL/LTD","Q20A","Off-Peak","6445","8027","0.802915161"
"2022-01","Queens","1","LCL/LTD","Q20A","Peak","2318","3318","0.698613623"
"2022-01","Queens","2","LCL/LTD","Q20A","Off-Peak","5218","6581","0.792888619"
"2022-01","Queens","2","LCL/LTD","Q20A","Peak","1873","2364","0.792301184"
"2022-01","Queens","1","LCL/LTD","Q20B","Off-Peak","5227","6221","0.840218614"
"2022-01","Queens","1","LCL/LTD","Q20B","Peak","2329","3343","0.696679629"
"2022-01","Queens","2","LCL/LTD","Q20B","Off-Peak","276","313","0.881789137"
"2022-01","Queens","2","LCL/LTD","Q20B","Peak","107","131","0.816793893"
"2022-01","Queens","1","LCL/LTD","Q21","Off-Peak","2579","4050","0.636790123"
"2022-01","Queens","1","LCL/LTD","Q21","Peak","1231","1966","0.626144456"
"2022-01","Queens","2","LCL/LTD","Q21","Off-Peak","1450","2115","0.685579196"
"2022-01","Queens","2","LCL/LTD","Q21","Peak","619","1008","0.614087302"
"2022-01","Queens","1","LCL/LTD","Q22","Off-Peak","2383","3758","0.63411389"
"2022-01","Queens","1","LCL/LTD","Q22","Peak","836","1685","0.496142433"
"2022-01","Queens","2","LCL/LTD","Q22","Off-Peak","1286","1903","0.675775092"
"2022-01","Queens","2","LCL/LTD","Q22","Peak","460","777","0.592020592"
"2022-01","Queens","1","LCL/LTD","Q23","Off-Peak","7569","10493","0.721338035"
"2022-01","Queens","1","LCL/LTD","Q23","Peak","3458","5539","0.624300415"
"2022-01","Queens","2","LCL/LTD","Q23","Off-Peak","3293","4466","0.737348858"
"2022-01","Queens","2","LCL/LTD","Q23","Peak","1251","1837","0.681001633"
"2022-01","Queens","1","LCL/LTD","Q24","Off-Peak","9688","13972","0.693386774"
"2022-01","Queens","1","LCL/LTD","Q24","Peak","4177","7004","0.596373501"
"2022-01","Queens","2","LCL/LTD","Q24","Off-Peak","3856","5497","0.701473531"
"2022-01","Queens","2","LCL/LTD","Q24","Peak","1709","2502","0.683053557"
"2022-01","Queens","1","LCL/LTD","Q25","Off-Peak","8639","11836","0.729891855"
"2022-01","Queens","1","LCL/LTD","Q25","Peak","5627","8990","0.625917686"
"2022-01","Queens","2","LCL/LTD","Q25","Off-Peak","3264","4290","0.760839161"
"2022-01","Queens","2","LCL/LTD","Q25","Peak","1161","1556","0.746143959"
"2022-01","Queens","1","LCL/LTD","Q26","Off-Peak","976","1127","0.866015972"
"2022-01","Queens","1","LCL/LTD","Q26","Peak","1739","2157","0.806212332"
"2022-01","Queens","2","LCL/LTD","Q26","Off-Peak","53","60","0.883333333"
"2022-01","Queens","2","LCL/LTD","Q26","Peak","72","88","0.818181818"
"2022-01","Queens","1","LCL/LTD","Q27","Off-Peak","33509","39305","0.852537845"
"2022-01","Queens","1","LCL/LTD","Q27","Peak","15410","20331","0.757955831"
"2022-01","Queens","2","LCL/LTD","Q27","Off-Peak","11875","14592","0.813802083"
"2022-01","Queens","2","LCL/LTD","Q27","Peak","5067","6252","0.810460653"
"2022-01","Queens","1","LCL/LTD","Q28","Off-Peak","9421","11260","0.836678508"
"2022-01","Queens","1","LCL/LTD","Q28","Peak","4584","6126","0.748285994"
"2022-01","Queens","2","LCL/LTD","Q28","Off-Peak","3505","4763","0.735880747"
"2022-01","Queens","2","LCL/LTD","Q28","Peak","1613","2077","0.776600867"
"2022-01","Queens","1","LCL/LTD","Q29","Off-Peak","2201","2822","0.779943303"
"2022-01","Queens","1","LCL/LTD","Q29","Peak","1295","1956","0.66206544"
"2022-01","Queens","2","LCL/LTD","Q29","Off-Peak","1098","1364","0.804985337"
"2022-01","Queens","2","LCL/LTD","Q29","Peak","479","632","0.757911392"
"2022-01","Queens","1","LCL/LTD","Q3","Off-Peak","14141","18955","0.746030071"
"2022-01","Queens","1","LCL/LTD","Q3","Peak","5945","8284","0.717648479"
"2022-01","Queens","2","LCL/LTD","Q3","Off-Peak","6488","8156","0.795487984"
"2022-01","Queens","2","LCL/LTD","Q3","Peak","2234","2791","0.800429953"
"2022-01","Queens","1","LCL/LTD","Q30","Off-Peak","16513","20453","0.807363223"
"2022-01","Queens","1","LCL/LTD","Q30","Peak","6776","9411","0.720008501"
"2022-01","Queens","2","LCL/LTD","Q30","Off-Peak","3859","4533","0.851312597"
"2022-01","Queens","2","LCL/LTD","Q30","Peak","1647","1972","0.835192698"
"2022-01","Queens","1","LCL/LTD","Q31","Off-Peak","9104","11846","0.768529461"
"2022-01","Queens","1","LCL/LTD","Q31","Peak","5168","7653","0.675290736"
"2022-01","Queens","2","LCL/LTD","Q31","Off-Peak","1850","2515","0.735586481"
"2022-01","Queens","2","LCL/LTD","Q31","Peak","1038","1312","0.791158537"
"2022-01","Queens","1","LCL/LTD","Q32","Off-Peak","7374","10175","0.724717445"
"2022-01","Queens","1","LCL/LTD","Q32","Peak","2865","4695","0.610223642"
"2022-01","Queens","2","LCL/LTD","Q32","Off-Peak","3100","4847","0.639570869"
"2022-01","Queens","2","LCL/LTD","Q32","Peak","1341","2107","0.636449929"
"2022-01","Queens","1","LCL/LTD","Q33","Off-Peak","4504","5817","0.774282276"
"2022-01","Queens","1","LCL/LTD","Q33","Peak","1385","2343","0.591122493"
"2022-01","Queens","2","LCL/LTD","Q33","Off-Peak","1673","2080","0.804326923"
"2022-01","Queens","2","LCL/LTD","Q33","Peak","508","726","0.699724518"
"2022-01","Queens","1","LCL/LTD","Q34","Off-Peak","3330","4477","0.743801653"
"2022-01","Queens","1","LCL/LTD","Q34","Peak","1035","1643","0.629945222"
"2022-01","Queens","2","LCL/LTD","Q34","Off-Peak","79","83","0.951807229"
"2022-01","Queens","2","LCL/LTD","Q34","Peak","34","35","0.971428571"
"2022-01","Queens","1","LCL/LTD","Q35","Off-Peak","3966","5562","0.713052859"
"2022-01","Queens","1","LCL/LTD","Q35","Peak","1588","2804","0.566333809"
"2022-01","Queens","2","LCL/LTD","Q35","Off-Peak","2293","3534","0.648839842"
"2022-01","Queens","2","LCL/LTD","Q35","Peak","885","1270","0.696850394"
"2022-01","Queens","1","LCL/LTD","Q36","Off-Peak","15314","17339","0.883211258"
"2022-01","Queens","1","LCL/LTD","Q36","Peak","7228","9057","0.798056752"
"2022-01","Queens","2","LCL/LTD","Q36","Off-Peak","4969","5876","0.845643295"
"2022-01","Queens","2","LCL/LTD","Q36","Peak","1896","2175","0.871724138"
"2022-01","Queens","1","LCL/LTD","Q37","Off-Peak","4260","5363","0.794331531"
"2022-01","Queens","1","LCL/LTD","Q37","Peak","2342","3435","0.681804949"
"2022-01","Queens","2","LCL/LTD","Q37","Off-Peak","1398","1944","0.719135802"
"2022-01","Queens","2","LCL/LTD","Q37","Peak","621","842","0.737529691"
"2022-01","Queens","1","LCL/LTD","Q38","Off-Peak","5322","7082","0.751482632"
"2022-01","Queens","1","LCL/LTD","Q38","Peak","2886","4511","0.639769452"
"2022-01","Queens","2","LCL/LTD","Q38","Off-Peak","2074","2644","0.784417549"
"2022-01","Queens","2","LCL/LTD","Q38","Peak","830","1101","0.753860127"
"2022-01","Queens","1","LCL/LTD","Q39","Off-Peak","4326","5826","0.742533471"
"2022-01","Queens","1","LCL/LTD","Q39","Peak","2173","4070","0.533906634"
"2022-01","Queens","2","LCL/LTD","Q39","Off-Peak","1245","1797","0.692821369"
"2022-01","Queens","2","LCL/LTD","Q39","Peak","453","693","0.653679654"
"2022-01","Queens","1","LCL/LTD","Q4","Off-Peak","14317","17030","0.840692895"
"2022-01","Queens","1","LCL/LTD","Q4","Peak","7296","9986","0.730622872"
"2022-01","Queens","2","LCL/LTD","Q4","Off-Peak","5399","6377","0.846636349"
"2022-01","Queens","2","LCL/LTD","Q4","Peak","2188","2684","0.815201192"
"2022-01","Queens","1","LCL/LTD","Q40","Off-Peak","2934","3946","0.74353776"
"2022-01","Queens","1","LCL/LTD","Q40","Peak","1330","2161","0.615455807"
"2022-01","Queens","2","LCL/LTD","Q40","Off-Peak","1250","1547","0.808015514"
"2022-01","Queens","2","LCL/LTD","Q40","Peak","400","618","0.647249191"
"2022-01","Queens","1","LCL/LTD","Q41","Off-Peak","3985","6655","0.598797896"
"2022-01","Queens","1","LCL/LTD","Q41","Peak","2393","4702","0.508932369"
"2022-01","Queens","2","LCL/LTD","Q41","Off-Peak","1321","2034","0.649459194"
"2022-01","Queens","2","LCL/LTD","Q41","Peak","640","1028","0.622568093"
"2022-01","Queens","1","LCL/LTD","Q42","Off-Peak","1980","2125","0.931764706"
"2022-01","Queens","1","LCL/LTD","Q42","Peak","1386","1669","0.830437388"
"2022-01","Queens","2","LCL/LTD","Q42","Off-Peak","62","62","1"
"2022-01","Queens","2","LCL/LTD","Q42","Peak","80","86","0.930232558"
"2022-01","Queens","1","LCL/LTD","Q43","Off-Peak","8305","9791","0.848227964"
"2022-01","Queens","1","LCL/LTD","Q43","Peak","3241","4229","0.76637503"
"2022-01","Queens","2","LCL/LTD","Q43","Off-Peak","3138","3839","0.817400365"
"2022-01","Queens","2","LCL/LTD","Q43","Peak","1330","1667","0.797840432"
"2022-01","Queens","1","LCL/LTD","Q46","Off-Peak","13923","15206","0.915625411"
"2022-01","Queens","1","LCL/LTD","Q46","Peak","7875","9110","0.864434687"
"2022-01","Queens","2","LCL/LTD","Q46","Off-Peak","4554","5414","0.841152567"
"2022-01","Queens","2","LCL/LTD","Q46","Peak","1919","2221","0.864025214"
"2022-01","Queens","1","LCL/LTD","Q47","Off-Peak","6190","8051","0.76884859"
"2022-01","Queens","1","LCL/LTD","Q47","Peak","3329","5504","0.604832849"
"2022-01","Queens","2","LCL/LTD","Q47","Off-Peak","1651","2071","0.797199421"
"2022-01","Queens","2","LCL/LTD","Q47","Peak","704","960","0.733333333"
"2022-01","Queens","1","LCL/LTD","Q48","Off-Peak","2404","2742","0.876732312"
"2022-01","Queens","1","LCL/LTD","Q48","Peak","839","1171","0.71648164"
"2022-01","Queens","2","LCL/LTD","Q48","Off-Peak","1008","1251","0.805755396"
"2022-01","Queens","2","LCL/LTD","Q48","Peak","458","566","0.809187279"
"2022-01","Queens","1","LCL/LTD","Q49","Off-Peak","1888","2492","0.757624398"
"2022-01","Queens","1","LCL/LTD","Q49","Peak","935","1475","0.633898305"
"2022-01","Queens","2","LCL/LTD","Q49","Off-Peak","772","975","0.791794872"
"2022-01","Queens","2","LCL/LTD","Q49","Peak","292","407","0.717444717"
"2022-01","Queens","1","LCL/LTD","Q5","Off-Peak","23896","28423","0.84072758"
"2022-01","Queens","1","LCL/LTD","Q5","Peak","10178","13714","0.742161295"
"2022-01","Queens","2","LCL/LTD","Q5","Off-Peak","7854","10108","0.77700831"
"2022-01","Queens","2","LCL/LTD","Q5","Peak","3266","4065","0.803444034"
"2022-01","Queens","1","LCL/LTD","Q50","Off-Peak","4663","5389","0.865281128"
"2022-01","Queens","1","LCL/LTD","Q50","Peak","2192","2800","0.782857143"
"2022-01","Queens","2","LCL/LTD","Q50","Off-Peak","1480","1790","0.826815642"
"2022-01","Queens","2","LCL/LTD","Q50","Peak","682","794","0.858942065"
"2022-01","Queens","1","LCL/LTD","Q54","Off-Peak","14047","19396","0.724221489"
"2022-01","Queens","1","LCL/LTD","Q54","Peak","5153","8492","0.606806406"
"2022-01","Queens","2","LCL/LTD","Q54","Off-Peak","5193","7080","0.733474576"
"2022-01","Queens","2","LCL/LTD","Q54","Peak","1983","2784","0.712284483"
"2022-01","Queens","1","LCL/LTD","Q55","Off-Peak","7050","9087","0.775833608"
"2022-01","Queens","1","LCL/LTD","Q55","Peak","3014","4634","0.650410013"
"2022-01","Queens","2","LCL/LTD","Q55","Off-Peak","2706","3657","0.739950779"
"2022-01","Queens","2","LCL/LTD","Q55","Peak","970","1490","0.651006711"
"2022-01","Queens","1","LCL/LTD","Q56","Off-Peak","9331","12976","0.719096794"
"2022-01","Queens","1","LCL/LTD","Q56","Peak","3261","5669","0.575233727"
"2022-01","Queens","2","LCL/LTD","Q56","Off-Peak","3390","5743","0.590283824"
"2022-01","Queens","2","LCL/LTD","Q56","Peak","1294","2236","0.578711986"
