"month","borough","day_type","trip_type","route_id","period","actual_number_of_buses","scheduled_number_of_buses","service_delivered"
"2021-02","Queens","2","LCL/LTD","Q55","Peak","220","234","0.94017094"
"2021-02","Queens","1","LCL/LTD","Q56","Peak","654","746","0.876675603"
"2021-02","Queens","2","LCL/LTD","Q56","Peak","214","222","0.963963964"
"2021-02","Queens","1","LCL/LTD","Q58","Peak","1947","2153","0.904319554"
"2021-02","Queens","2","LCL/LTD","Q58","Peak","554","572","0.968531469"
"2021-02","Queens","1","LCL/LTD","Q59","Peak","682","749","0.910547397"
"2021-02","Queens","2","LCL/LTD","Q59","Peak","225","230","0.97826087"
"2021-02","Queens","1","LCL/LTD","Q6","Peak","2237","2516","0.889109698"
"2021-02","Queens","2","LCL/LTD","Q6","Peak","354","360","0.983333333"
"2021-02","Queens","1","LCL/LTD","Q60","Peak","733","852","0.860328638"
"2021-02","Queens","2","LCL/LTD","Q60","Peak","258","270","0.955555556"
"2021-02","Queens","1","LCL/LTD","Q64","Peak","2153","2451","0.878416973"
"2021-02","Queens","2","LCL/LTD","Q64","Peak","260","286","0.909090909"
"2021-02","Queens","1","LCL/LTD","Q65","Peak","1467","1609","0.911746426"
"2021-02","Queens","2","LCL/LTD","Q65","Peak","286","292","0.979452055"
"2021-02","Queens","1","LCL/LTD","Q66","Peak","1318","1495","0.881605351"
"2021-02","Queens","2","LCL/LTD","Q66","Peak","296","300","0.986666667"
"2021-02","Queens","1","LCL/LTD","Q67","Peak","629","696","0.903735632"
"2021-02","Queens","2","LCL/LTD","Q67","Peak","48","48","1"
"2021-02","Queens","1","LCL/LTD","Q69","Peak","1039","1161","0.894918174"
"2021-02","Queens","2","LCL/LTD","Q69","Peak","272","272","1"
"2021-02","Queens","1","LCL/LTD","Q7","Peak","714","826","0.86440678"
"2021-02","Queens","2","LCL/LTD","Q7","Peak","151","168","0.898809524"
"2021-02","Queens","1","LCL/LTD","Q72","Peak","623","672","0.927083333"
"2021-02","Queens","2","LCL/LTD","Q72","Peak","138","138","1"
"2021-02","Queens","1","LCL/LTD","Q76","Peak","674","747","0.90227577"
"2021-02","Queens","2","LCL/LTD","Q76","Peak","120","126","0.952380952"
"2021-02","Queens","1","LCL/LTD","Q77","Peak","782","936","0.835470085"
"2021-02","Queens","2","LCL/LTD","Q77","Peak","141","138","1.02173913"
"2021-02","Queens","1","LCL/LTD","Q8","Peak","1062","1157","0.917891098"
"2021-02","Queens","2","LCL/LTD","Q8","Peak","229","244","0.93852459"
"2021-02","Queens","1","LCL/LTD","Q83","Peak","1828","2020","0.904950495"
"2021-02","Queens","2","LCL/LTD","Q83","Peak","311","312","0.996794872"
"2021-02","Queens","1","LCL/LTD","Q84","Peak","963","1044","0.922413793"
"2021-02","Queens","2","LCL/LTD","Q84","Peak","181","174","1.040229885"
"2021-02","Queens","1","LCL/LTD","Q85","Peak","2082","2386","0.872590109"
"2021-02","Queens","2","LCL/LTD","Q85","Peak","315","322","0.97826087"
"2021-02","Queens","1","LCL/LTD","Q88","Peak","887","1004","0.883466135"
"2021-02","Queens","2","LCL/LTD","Q88","Peak","235","236","0.995762712"
"2021-02","Queens","1","LCL/LTD","Q9","Peak","992","1100","0.901818182"
"2021-02","Queens","2","LCL/LTD","Q9","Peak","192","198","0.96969697"
"2021-02","Queens","1","EXP","QM1","Peak","305","332","0.918674699"
"2021-02","Queens","1","EXP","QM10","Peak","245","270","0.907407407"
"2021-02","Queens","1","EXP","QM11","Peak","387","430","0.9"
"2021-02","Queens","1","EXP","QM12","Peak","303","324","0.935185185"
"2021-02","Queens","1","EXP","QM15","Peak","758","808","0.938118812"
"2021-02","Queens","2","EXP","QM15","Peak","32","36","0.888888889"
"2021-02","Queens","1","EXP","QM17","Peak","339","351","0.965811966"
"2021-02","Queens","1","EXP","QM18","Peak","206","216","0.953703704"
"2021-02","Queens","1","EXP","QM2","Peak","542","558","0.971326165"
"2021-02","Queens","2","EXP","QM2","Peak","52","54","0.962962963"
"2021-02","Queens","1","EXP","QM20","Peak","612","669","0.914798206"
"2021-02","Queens","1","EXP","QM21","Peak","252","243","1.037037037"
"2021-02","Queens","1","EXP","QM24","Peak","395","405","0.975308642"
"2021-02","Queens","1","EXP","QM25","Peak","368","366","1.005464481"
"2021-02","Queens","1","EXP","QM31","Peak","281","297","0.946127946"
"2021-02","Queens","1","EXP","QM32","Peak","418","455","0.918681319"
"2021-02","Queens","1","EXP","QM34","Peak","495","503","0.984095427"
"2021-02","Queens","1","EXP","QM35","Peak","412","451","0.913525499"
"2021-02","Queens","1","EXP","QM36","Peak","212","241","0.87966805"
"2021-02","Queens","1","EXP","QM4","Peak","323","361","0.894736842"
"2021-02","Queens","2","EXP","QM4","Peak","53","60","0.883333333"
"2021-02","Queens","1","EXP","QM40","Peak","239","270","0.885185185"
"2021-02","Queens","1","EXP","QM42","Peak","252","270","0.933333333"
"2021-02","Queens","1","EXP","QM44","Peak","231","241","0.958506224"
"2021-02","Queens","1","EXP","QM5","Peak","606","673","0.900445765"
"2021-02","Queens","2","EXP","QM5","Peak","54","54","1"
"2021-02","Queens","1","EXP","QM6","Peak","401","440","0.911363636"
"2021-02","Queens","2","EXP","QM6","Peak","54","54","1"
"2021-02","Queens","1","EXP","QM7","Peak","433","477","0.907756813"
"2021-02","Queens","1","EXP","QM8","Peak","292","314","0.929936306"
"2021-02","Queens","1","SBS","SBS44","Peak","1125","1205","0.933609959"
"2021-02","Queens","2","SBS","SBS44","Peak","380","426","0.892018779"
"2021-02","Queens","1","SBS","SBS52","Peak","463","559","0.828264758"
"2021-02","Queens","2","SBS","SBS52","Peak","143","150","0.953333333"
"2021-02","Queens","1","SBS","SBS53","Peak","953","1004","0.949203187"
"2021-02","Queens","2","SBS","SBS53","Peak","238","234","1.017094017"
"2021-02","Queens","1","SBS","SBS70","Peak","883","963","0.916926272"
"2021-02","Queens","2","SBS","SBS70","Peak","341","344","0.99127907"
"2021-02","Queens","1","EXP","X63","Peak","488","493","0.989858012"
"2021-02","Queens","1","EXP","X64","Peak","273","272","1.003676471"
"2021-02","Queens","1","EXP","X68","Peak","422","424","0.995283019"
"2021-02","Staten Island","1","LCL/LTD","S40","Peak","708","846","0.836879433"
"2021-02","Staten Island","2","LCL/LTD","S40","Peak","169","180","0.938888889"
"2021-02","Staten Island","1","LCL/LTD","S42","Peak","452","483","0.935817805"
"2021-02","Staten Island","1","LCL/LTD","S44","Peak","572","639","0.89514867"
"2021-02","Staten Island","2","LCL/LTD","S44","Peak","203","210","0.966666667"
"2021-02","Staten Island","1","LCL/LTD","S46","Peak","713","753","0.94687915"
"2021-02","Staten Island","2","LCL/LTD","S46","Peak","208","218","0.95412844"
"2021-02","Staten Island","1","LCL/LTD","S48","Peak","555","632","0.878164557"
"2021-02","Staten Island","2","LCL/LTD","S48","Peak","196","224","0.875"
"2021-02","Staten Island","1","LCL/LTD","S51","Peak","646","745","0.867114094"
"2021-02","Staten Island","2","LCL/LTD","S51","Peak","114","120","0.95"
"2021-02","Staten Island","1","LCL/LTD","S52","Peak","517","601","0.860232945"
"2021-02","Staten Island","2","LCL/LTD","S52","Peak","125","148","0.844594595"
"2021-02","Staten Island","1","LCL/LTD","S53","Peak","1045","1158","0.902417962"
"2021-02","Staten Island","2","LCL/LTD","S53","Peak","323","348","0.92816092"
"2021-02","Staten Island","1","LCL/LTD","S54","Peak","427","490","0.871428571"
"2021-02","Staten Island","1","LCL/LTD","S55","Peak","245","290","0.844827586"
"2021-02","Staten Island","1","LCL/LTD","S56","Peak","254","290","0.875862069"
"2021-02","Staten Island","1","LCL/LTD","S57","Peak","399","444","0.898648649"
"2021-02","Staten Island","2","LCL/LTD","S57","Peak","116","120","0.966666667"
"2021-02","Staten Island","1","LCL/LTD","S59","Peak","540","577","0.935875217"
"2021-02","Staten Island","2","LCL/LTD","S59","Peak","173","178","0.971910112"
"2021-02","Staten Island","1","LCL/LTD","S61","Peak","526","551","0.954627949"
"2021-02","Staten Island","2","LCL/LTD","S61","Peak","164","168","0.976190476"
"2021-02","Staten Island","1","LCL/LTD","S62","Peak","523","530","0.986792453"
"2021-02","Staten Island","2","LCL/LTD","S62","Peak","162","168","0.964285714"
"2021-02","Staten Island","1","LCL/LTD","S66","Peak","499","543","0.918968692"
"2021-02","Staten Island","1","LCL/LTD","S74","Peak","639","722","0.885041551"
"2021-02","Staten Island","2","LCL/LTD","S74","Peak","181","204","0.887254902"
"2021-02","Staten Island","1","LCL/LTD","S76","Peak","695","801","0.867665418"
"2021-02","Staten Island","2","LCL/LTD","S76","Peak","103","120","0.858333333"
"2021-02","Staten Island","1","LCL/LTD","S78","Peak","635","748","0.848930481"
"2021-02","Staten Island","2","LCL/LTD","S78","Peak","161","168","0.958333333"
"2021-02","Staten Island","1","LCL/LTD","S81","Peak","174","200","0.87"
"2021-02","Staten Island","1","LCL/LTD","S84","Peak","127","150","0.846666667"
"2021-02","Staten Island","1","LCL/LTD","S86","Peak","117","125","0.936"
"2021-02","Staten Island","1","LCL/LTD","S89","Peak","334","359","0.930362117"
"2021-02","Staten Island","1","LCL/LTD","S90","Peak","563","613","0.918433931"
"2021-02","Staten Island","1","LCL/LTD","S91","Peak","520","533","0.975609756"
"2021-02","Staten Island","1","LCL/LTD","S92","Peak","430","475","0.905263158"
"2021-02","Staten Island","1","LCL/LTD","S93","Peak","704","783","0.899106003"
"2021-02","Staten Island","1","LCL/LTD","S94","Peak","400","425","0.941176471"
"2021-02","Staten Island","1","LCL/LTD","S96","Peak","521","567","0.918871252"
"2021-02","Staten Island","1","LCL/LTD","S98","Peak","577","750","0.769333333"
"2021-02","Staten Island","1","SBS","SBS79","Peak","1269","1340","0.947014925"
"2021-02","Staten Island","2","SBS","SBS79","Peak","326","354","0.920903955"
"2021-02","Staten Island","1","EXP","SIM1","Peak","1232","1339","0.920089619"
"2021-02","Staten Island","1","EXP","SIM10","Peak","999","1150","0.868695652"
"2021-02","Staten Island","1","EXP","SIM11","Peak","651","716","0.909217877"
"2021-02","Staten Island","1","EXP","SIM15","Peak","660","714","0.924369748"
"2021-02","Staten Island","1","EXP","SIM1C","Peak","265","294","0.901360544"
"2021-02","Staten Island","2","EXP","SIM1C","Peak","180","186","0.967741935"
"2021-02","Staten Island","1","EXP","SIM2","Peak","695","737","0.943012212"
"2021-02","Staten Island","1","EXP","SIM22","Peak","503","594","0.846801347"
"2021-02","Staten Island","1","EXP","SIM25","Peak","557","624","0.892628205"
"2021-02","Staten Island","1","EXP","SIM26","Peak","490","626","0.782747604"
"2021-02","Staten Island","1","EXP","SIM3","Peak","556","613","0.907014682"
"2021-02","Staten Island","1","EXP","SIM30","Peak","656","647","1.013910355"
"2021-02","Staten Island","1","EXP","SIM31","Peak","474","550","0.861818182"
"2021-02","Staten Island","1","EXP","SIM32","Peak","534","606","0.881188119"
"2021-02","Staten Island","1","EXP","SIM33","Peak","475","551","0.862068966"
"2021-02","Staten Island","2","EXP","SIM33","Peak","112","124","0.903225806"
"2021-02","Staten Island","1","EXP","SIM34","Peak","714","783","0.911877395"
"2021-02","Staten Island","1","EXP","SIM35","Peak","447","529","0.844990548"
"2021-02","Staten Island","1","EXP","SIM3C","Peak","157","174","0.902298851"
"2021-02","Staten Island","2","EXP","SIM3C","Peak","50","58","0.862068966"
"2021-02","Staten Island","1","EXP","SIM4","Peak","972","1136","0.855633803"
"2021-02","Staten Island","1","EXP","SIM4C","Peak","149","167","0.892215569"
"2021-02","Staten Island","2","EXP","SIM4C","Peak","134","138","0.971014493"
"2021-02","Staten Island","1","EXP","SIM4X","Peak","308","350","0.88"
"2021-02","Staten Island","1","EXP","SIM5","Peak","659","722","0.912742382"
"2021-02","Staten Island","1","EXP","SIM6","Peak","1000","1119","0.893655049"
"2021-02","Staten Island","1","EXP","SIM7","Peak","558","616","0.905844156"
"2021-02","Staten Island","1","EXP","SIM8","Peak","815","913","0.892661555"
"2021-02","Staten Island","1","EXP","SIM8X","Peak","286","300","0.953333333"
"2021-02","Staten Island","1","EXP","SIM9","Peak","465","525","0.885714286"
"2021-02","Systemwide","1","Systemwide","Systemwide","Systemwide","265658","292366","0.908648748"
"2021-02","Systemwide","2","Systemwide","Systemwide","Systemwide","55790","58018","0.961598125"
"2021-03","Bronx","1","LCL/LTD","BX1","Peak","983","1035","0.949758454"
"2021-03","Bronx","2","LCL/LTD","BX1","Peak","154","164","0.93902439"
"2021-03","Bronx","1","LCL/LTD","BX10","Peak","992","989","1.003033367"
"2021-03","Bronx","2","LCL/LTD","BX10","Peak","159","156","1.019230769"
"2021-03","Bronx","1","LCL/LTD","BX11","Peak","1233","1265","0.974703557"
"2021-03","Bronx","2","LCL/LTD","BX11","Peak","209","212","0.985849057"
"2021-03","Bronx","1","LCL/LTD","BX12","Peak","678","736","0.921195652"
"2021-03","Bronx","2","LCL/LTD","BX12","Peak","194","196","0.989795918"
"2021-03","Bronx","1","LCL/LTD","BX13","Peak","1450","1587","0.913673598"
"2021-03","Bronx","2","LCL/LTD","BX13","Peak","253","256","0.98828125"
"2021-03","Bronx","1","LCL/LTD","BX15","Peak","1159","1357","0.854089904"
"2021-03","Bronx","2","LCL/LTD","BX15","Peak","248","268","0.925373134"
"2021-03","Bronx","1","LCL/LTD","BX16","Peak","819","874","0.937070938"
"2021-03","Bronx","2","LCL/LTD","BX16","Peak","110","112","0.982142857"
"2021-03","Bronx","1","LCL/LTD","BX17","Peak","936","920","1.017391304"
"2021-03","Bronx","2","LCL/LTD","BX17","Peak","174","176","0.988636364"
"2021-03","Bronx","1","LCL/LTD","BX18","Peak","450","460","0.97826087"
"2021-03","Bronx","2","LCL/LTD","BX18","Peak","74","72","1.027777778"
"2021-03","Bronx","1","LCL/LTD","BX19","Peak","959","1012","0.947628458"
"2021-03","Bronx","2","LCL/LTD","BX19","Peak","247","244","1.012295082"
"2021-03","Bronx","1","LCL/LTD","BX2","Peak","853","874","0.97597254"
"2021-03","Bronx","2","LCL/LTD","BX2","Peak","160","160","1"
"2021-03","Bronx","1","LCL/LTD","BX20","Peak","413","414","0.997584541"
"2021-03","Bronx","1","LCL/LTD","BX21","Peak","971","989","0.981799798"
"2021-03","Bronx","2","LCL/LTD","BX21","Peak","168","172","0.976744186"
"2021-03","Bronx","1","LCL/LTD","BX22","Peak","926","966","0.958592133"
"2021-03","Bronx","2","LCL/LTD","BX22","Peak","176","180","0.977777778"
"2021-03","Bronx","1","LCL/LTD","BX23","Peak","989","1012","0.977272727"
"2021-03","Bronx","2","LCL/LTD","BX23","Peak","78","80","0.975"
"2021-03","Bronx","1","LCL/LTD","BX24","Peak","226","230","0.982608696"
"2021-03","Bronx","2","LCL/LTD","BX24","Peak","80","80","1"
"2021-03","Bronx","1","LCL/LTD","BX26","Peak","787","828","0.950483092"
"2021-03","Bronx","2","LCL/LTD","BX26","Peak","139","144","0.965277778"
"2021-03","Bronx","1","LCL/LTD","BX27","Peak","1220","1246","0.979133226"
"2021-03","Bronx","2","LCL/LTD","BX27","Peak","170","168","1.011904762"
"2021-03","Bronx","1","LCL/LTD","BX28","Peak","570","621","0.917874396"
"2021-03","Bronx","2","LCL/LTD","BX28","Peak","124","124","1"
"2021-03","Bronx","1","LCL/LTD","BX29","Peak","440","460","0.956521739"
"2021-03","Bronx","2","LCL/LTD","BX29","Peak","99","104","0.951923077"
"2021-03","Bronx","1","LCL/LTD","BX3","Peak","998","1104","0.903985507"
"2021-03","Bronx","2","LCL/LTD","BX3","Peak","262","280","0.935714286"
"2021-03","Bronx","1","LCL/LTD","BX30","Peak","881","920","0.957608696"
"2021-03","Bronx","2","LCL/LTD","BX30","Peak","146","144","1.013888889"
"2021-03","Bronx","1","LCL/LTD","BX31","Peak","778","782","0.99488491"
"2021-03","Bronx","2","LCL/LTD","BX31","Peak","124","120","1.033333333"
"2021-03","Bronx","1","LCL/LTD","BX32","Peak","668","690","0.968115942"
"2021-03","Bronx","2","LCL/LTD","BX32","Peak","73","76","0.960526316"
"2021-03","Bronx","1","LCL/LTD","BX33","Peak","436","460","0.947826087"
"2021-03","Bronx","2","LCL/LTD","BX33","Peak","79","80","0.9875"
"2021-03","Bronx","1","LCL/LTD","BX34","Peak","505","506","0.998023715"
"2021-03","Bronx","2","LCL/LTD","BX34","Peak","104","108","0.962962963"
"2021-03","Bronx","1","LCL/LTD","BX35","Peak","1024","1058","0.967863894"
"2021-03","Bronx","2","LCL/LTD","BX35","Peak","205","216","0.949074074"
"2021-03","Bronx","1","LCL/LTD","BX36","Peak","1521","1565","0.971884984"
"2021-03","Bronx","2","LCL/LTD","BX36","Peak","253","252","1.003968254"
"2021-03","Bronx","1","LCL/LTD","BX38","Peak","536","575","0.932173913"
"2021-03","Bronx","2","LCL/LTD","BX38","Peak","112","112","1"
"2021-03","Bronx","1","LCL/LTD","BX39","Peak","837","874","0.957665904"
"2021-03","Bronx","2","LCL/LTD","BX39","Peak","184","180","1.022222222"
"2021-03","Bronx","1","LCL/LTD","BX4","Peak","399","414","0.963768116"
"2021-03","Bronx","2","LCL/LTD","BX4","Peak","101","104","0.971153846"
"2021-03","Bronx","1","LCL/LTD","BX40","Peak","462","483","0.956521739"
"2021-03","Bronx","2","LCL/LTD","BX40","Peak","97","96","1.010416667"
"2021-03","Bronx","1","LCL/LTD","BX41","Peak","591","598","0.988294314"
"2021-03","Bronx","2","LCL/LTD","BX41","Peak","187","196","0.954081633"
"2021-03","Bronx","1","LCL/LTD","BX42","Peak","453","460","0.984782609"
"2021-03","Bronx","2","LCL/LTD","BX42","Peak","108","116","0.931034483"
"2021-03","Bronx","1","LCL/LTD","BX46","Peak","226","230","0.982608696"
"2021-03","Bronx","2","LCL/LTD","BX46","Peak","56","56","1"
"2021-03","Bronx","1","LCL/LTD","BX4A","Peak","410","414","0.990338164"
"2021-03","Bronx","2","LCL/LTD","BX4A","Peak","87","88","0.988636364"
"2021-03","Bronx","1","LCL/LTD","BX5","Peak","1172","1242","0.943639291"
"2021-03","Bronx","2","LCL/LTD","BX5","Peak","178","188","0.946808511"
"2021-03","Bronx","1","LCL/LTD","BX6","Peak","761","782","0.97314578"
"2021-03","Bronx","2","LCL/LTD","BX6","Peak","193","196","0.984693878"
"2021-03","Bronx","1","LCL/LTD","BX7","Peak","1002","1012","0.990118577"
"2021-03","Bronx","2","LCL/LTD","BX7","Peak","211","216","0.976851852"
"2021-03","Bronx","1","LCL/LTD","BX8","Peak","633","644","0.982919255"
"2021-03","Bronx","2","LCL/LTD","BX8","Peak","80","80","1"
"2021-03","Bronx","1","LCL/LTD","BX9","Peak","1278","1311","0.974828375"
"2021-03","Bronx","2","LCL/LTD","BX9","Peak","273","272","1.003676471"
"2021-03","Bronx","1","EXP","BXM1","Peak","599","621","0.964573269"
"2021-03","Bronx","2","EXP","BXM1","Peak","49","48","1.020833333"
"2021-03","Bronx","1","EXP","BXM10","Peak","586","598","0.97993311"
"2021-03","Bronx","2","EXP","BXM10","Peak","59","60","0.983333333"
"2021-03","Bronx","1","EXP","BXM11","Peak","518","506","1.023715415"
"2021-03","Bronx","2","EXP","BXM11","Peak","56","56","1"
"2021-03","Bronx","1","EXP","BXM18","Peak","249","230","1.082608696"
"2021-03","Bronx","1","EXP","BXM2","Peak","324","322","1.00621118"
"2021-03","Bronx","2","EXP","BXM2","Peak","57","56","1.017857143"
"2021-03","Bronx","1","EXP","BXM3","Peak","366","414","0.884057971"
"2021-03","Bronx","2","EXP","BXM3","Peak","31","32","0.96875"
"2021-03","Bronx","1","EXP","BXM4","Peak","197","207","0.951690821"
"2021-03","Bronx","2","EXP","BXM4","Peak","32","32","1"
"2021-03","Bronx","1","EXP","BXM6","Peak","336","345","0.973913043"
"2021-03","Bronx","2","EXP","BXM6","Peak","36","36","1"
"2021-03","Bronx","1","EXP","BXM7","Peak","1027","1035","0.992270531"
"2021-03","Bronx","2","EXP","BXM7","Peak","91","92","0.989130435"
"2021-03","Bronx","1","EXP","BXM8","Peak","737","759","0.971014493"
"2021-03","Bronx","2","EXP","BXM8","Peak","52","52","1"
"2021-03","Bronx","1","EXP","BXM9","Peak","810","805","1.00621118"
"2021-03","Bronx","2","EXP","BXM9","Peak","65","64","1.015625"
"2021-03","Bronx","1","SBS","SBS12","Peak","1382","1495","0.924414716"
"2021-03","Bronx","2","SBS","SBS12","Peak","304","324","0.938271605"
"2021-03","Bronx","1","SBS","SBS41","Peak","872","920","0.947826087"
"2021-03","Bronx","2","SBS","SBS41","Peak","192","208","0.923076923"
"2021-03","Bronx","1","SBS","SBS6","Peak","763","759","1.005270092"
"2021-03","Bronx","2","SBS","SBS6","Peak","207","204","1.014705882"
"2021-03","Brooklyn","1","LCL/LTD","B1","Peak","987","1005","0.982089552"
"2021-03","Brooklyn","2","LCL/LTD","B1","Peak","220","224","0.982142857"
"2021-03","Brooklyn","1","LCL/LTD","B100","Peak","1030","1127","0.91393079"
"2021-03","Brooklyn","2","LCL/LTD","B100","Peak","96","96","1"
"2021-03","Brooklyn","1","LCL/LTD","B103","Peak","1812","1978","0.916076845"
"2021-03","Brooklyn","2","LCL/LTD","B103","Peak","223","232","0.961206897"
"2021-03","Brooklyn","1","LCL/LTD","B11","Peak","803","828","0.969806763"
"2021-03","Brooklyn","2","LCL/LTD","B11","Peak","142","152","0.934210526"
"2021-03","Brooklyn","1","LCL/LTD","B12","Peak","996","1058","0.941398866"
"2021-03","Brooklyn","2","LCL/LTD","B12","Peak","227","248","0.915322581"
"2021-03","Brooklyn","1","LCL/LTD","B13","Peak","540","575","0.939130435"
"2021-03","Brooklyn","2","LCL/LTD","B13","Peak","82","88","0.931818182"
"2021-03","Brooklyn","1","LCL/LTD","B14","Peak","595","598","0.994983278"
"2021-03","Brooklyn","2","LCL/LTD","B14","Peak","131","128","1.0234375"
"2021-03","Brooklyn","1","LCL/LTD","B15","Peak","954","989","0.964610718"
"2021-03","Brooklyn","2","LCL/LTD","B15","Peak","273","280","0.975"
"2021-03","Brooklyn","1","LCL/LTD","B16","Peak","524","554","0.945848375"
"2021-03","Brooklyn","2","LCL/LTD","B16","Peak","114","120","0.95"
"2021-03","Brooklyn","1","LCL/LTD","B17","Peak","1262","1288","0.979813665"
"2021-03","Brooklyn","2","LCL/LTD","B17","Peak","270","280","0.964285714"
"2021-03","Brooklyn","1","LCL/LTD","B2","Peak","492","552","0.891304348"
"2021-03","Brooklyn","2","LCL/LTD","B2","Peak","104","120","0.866666667"
"2021-03","Brooklyn","1","LCL/LTD","B20","Peak","706","713","0.990182328"
"2021-03","Brooklyn","2","LCL/LTD","B20","Peak","124","128","0.96875"
"2021-03","Brooklyn","1","LCL/LTD","B24","Peak","357","368","0.970108696"
"2021-03","Brooklyn","2","LCL/LTD","B24","Peak","80","80","1"
"2021-03","Brooklyn","1","LCL/LTD","B25","Peak","724","782","0.925831202"
"2021-03","Brooklyn","2","LCL/LTD","B25","Peak","182","192","0.947916667"
"2021-03","Brooklyn","1","LCL/LTD","B26","Peak","845","874","0.966819222"
"2021-03","Brooklyn","2","LCL/LTD","B26","Peak","203","212","0.95754717"
"2021-03","Brooklyn","1","LCL/LTD","B3","Peak","463","506","0.915019763"
"2021-03","Brooklyn","2","LCL/LTD","B3","Peak","257","264","0.973484848"
"2021-03","Brooklyn","1","LCL/LTD","B31","Peak","584","644","0.906832298"
"2021-03","Brooklyn","2","LCL/LTD","B31","Peak","114","120","0.95"
"2021-03","Brooklyn","1","LCL/LTD","B32","Peak","242","253","0.956521739"
"2021-03","Brooklyn","2","LCL/LTD","B32","Peak","80","80","1"
"2021-03","Brooklyn","1","LCL/LTD","B35","Peak","1394","1495","0.932441472"
"2021-03","Brooklyn","2","LCL/LTD","B35","Peak","307","328","0.93597561"
"2021-03","Brooklyn","1","LCL/LTD","B36","Peak","1117","1173","0.952259165"
"2021-03","Brooklyn","2","LCL/LTD","B36","Peak","154","160","0.9625"
"2021-03","Brooklyn","1","LCL/LTD","B37","Peak","345","368","0.9375"
"2021-03","Brooklyn","2","LCL/LTD","B37","Peak","77","80","0.9625"
"2021-03","Brooklyn","1","LCL/LTD","B38","Peak","1392","1541","0.903309539"
"2021-03","Brooklyn","2","LCL/LTD","B38","Peak","241","248","0.971774194"
"2021-03","Brooklyn","1","LCL/LTD","B4","Peak","398","414","0.961352657"
"2021-03","Brooklyn","2","LCL/LTD","B4","Peak","93","108","0.861111111"
"2021-03","Brooklyn","1","LCL/LTD","B41","Peak","1942","1995","0.973433584"
"2021-03","Brooklyn","2","LCL/LTD","B41","Peak","424","464","0.913793103"
"2021-03","Brooklyn","1","LCL/LTD","B43","Peak","658","713","0.92286115"
"2021-03","Brooklyn","2","LCL/LTD","B43","Peak","134","140","0.957142857"
"2021-03","Brooklyn","1","LCL/LTD","B44","Peak","824","842","0.978622328"
"2021-03","Brooklyn","2","LCL/LTD","B44","Peak","223","252","0.884920635"
"2021-03","Brooklyn","1","LCL/LTD","B45","Peak","562","575","0.977391304"
"2021-03","Brooklyn","2","LCL/LTD","B45","Peak","135","136","0.992647059"
"2021-03","Brooklyn","1","LCL/LTD","B46","Peak","1225","1403","0.873129009"
"2021-03","Brooklyn","2","LCL/LTD","B46","Peak","271","304","0.891447368"
"2021-03","Brooklyn","1","LCL/LTD","B47","Peak","670","736","0.910326087"
"2021-03","Brooklyn","2","LCL/LTD","B47","Peak","138","148","0.932432432"
"2021-03","Brooklyn","1","LCL/LTD","B48","Peak","378","391","0.966751918"
"2021-03","Brooklyn","2","LCL/LTD","B48","Peak","102","108","0.944444444"
"2021-03","Brooklyn","1","LCL/LTD","B49","Peak","796","847","0.939787485"
"2021-03","Brooklyn","2","LCL/LTD","B49","Peak","137","148","0.925675676"
"2021-03","Brooklyn","1","LCL/LTD","B52","Peak","930","943","0.98621421"
"2021-03","Brooklyn","2","LCL/LTD","B52","Peak","211","212","0.995283019"
"2021-03","Brooklyn","1","LCL/LTD","B54","Peak","739","759","0.973649539"
"2021-03","Brooklyn","2","LCL/LTD","B54","Peak","150","156","0.961538462"
"2021-03","Brooklyn","1","LCL/LTD","B57","Peak","455","506","0.899209486"
"2021-03","Brooklyn","2","LCL/LTD","B57","Peak","129","132","0.977272727"
"2021-03","Brooklyn","1","LCL/LTD","B6","Peak","2018","2146","0.940354147"
"2021-03","Brooklyn","2","LCL/LTD","B6","Peak","363","364","0.997252747"
"2021-03","Brooklyn","1","LCL/LTD","B60","Peak","664","736","0.902173913"
"2021-03","Brooklyn","2","LCL/LTD","B60","Peak","113","116","0.974137931"
"2021-03","Brooklyn","1","LCL/LTD","B61","Peak","683","713","0.957924264"
"2021-03","Brooklyn","2","LCL/LTD","B61","Peak","151","164","0.920731707"
"2021-03","Brooklyn","1","LCL/LTD","B62","Peak","602","621","0.969404187"
"2021-03","Brooklyn","2","LCL/LTD","B62","Peak","149","152","0.980263158"
"2021-03","Brooklyn","1","LCL/LTD","B63","Peak","724","759","0.953886693"
"2021-03","Brooklyn","2","LCL/LTD","B63","Peak","185","184","1.005434783"
"2021-03","Brooklyn","1","LCL/LTD","B64","Peak","508","529","0.960302457"
"2021-03","Brooklyn","2","LCL/LTD","B64","Peak","150","156","0.961538462"
"2021-03","Brooklyn","1","LCL/LTD","B65","Peak","502","552","0.90942029"
"2021-03","Brooklyn","2","LCL/LTD","B65","Peak","189","196","0.964285714"
"2021-03","Brooklyn","1","LCL/LTD","B67","Peak","471","483","0.97515528"
"2021-03","Brooklyn","2","LCL/LTD","B67","Peak","80","84","0.952380952"
"2021-03","Brooklyn","1","LCL/LTD","B68","Peak","835","851","0.98119859"
"2021-03","Brooklyn","2","LCL/LTD","B68","Peak","241","240","1.004166667"
"2021-03","Brooklyn","1","LCL/LTD","B69","Peak","483","483","1"
"2021-03","Brooklyn","2","LCL/LTD","B69","Peak","70","72","0.972222222"
